train dataset: size=3960
  inp: shape=(1, 48, 48)
  coord: shape=(2304, 2)
  cell: shape=(2304, 2)
  gt: shape=(2304, 1)
val dataset: size=1600
  inp: shape=(1, 48, 48)
  coord: shape=(2304, 2)
  cell: shape=(2304, 2)
  gt: shape=(2304, 1)
model: #params=531.6K
epoch 1/200, train: loss=0.0829, val: psnr=29.5543, 56.6s 56.6s/3.1h
epoch 36/200, train: loss=0.0229, val: psnr=36.0071, 1.6m 46.2m/4.3h
epoch 37/200, train: loss=0.0227, val: psnr=36.3514, 1.5m 47.8m/4.3h
epoch 38/200, train: loss=0.0227, val: psnr=36.4267, 1.3m 49.0m/4.3h
epoch 39/200, train: loss=0.0227, val: psnr=36.1730, 1.2m 50.3m/4.3h
epoch 40/200, train: loss=0.0224, val: psnr=36.5495, 1.4m 51.6m/4.3h
epoch 41/200, train: loss=0.0220, val: psnr=36.5279, 1.5m 53.1m/4.3h
epoch 42/200, train: loss=0.0223, val: psnr=36.8401, 1.6m 54.7m/4.3h
epoch 43/200, train: loss=0.0223, val: psnr=36.5706, 1.3m 56.1m/4.3h
epoch 44/200, train: loss=0.0223, val: psnr=36.4496, 1.2m 57.2m/4.3h
epoch 45/200, train: loss=0.0219, val: psnr=36.3928, 1.3m 58.5m/4.3h
epoch 46/200, train: loss=0.0220, val: psnr=36.7416, 1.5m 1.0h/4.4h
epoch 47/200, train: loss=0.0218, val: psnr=36.7562, 1.5m 1.0h/4.4h
epoch 48/200, train: loss=0.0223, val: psnr=36.4514, 1.1m 1.0h/4.4h
epoch 49/200, train: loss=0.0221, val: psnr=36.6284, 1.2m 1.1h/4.3h
epoch 50/200, train: loss=0.0220, val: psnr=36.5992, 1.5m 1.1h/4.4h
epoch 51/200, train: loss=0.0221, val: psnr=36.5324, 1.5m 1.1h/4.4h
epoch 52/200, train: loss=0.0219, val: psnr=36.4934, 1.1m 1.1h/4.4h
epoch 53/200, train: loss=0.0220, val: psnr=36.6789, 1.1m 1.2h/4.3h
epoch 54/200, train: loss=0.0219, val: psnr=36.4161, 1.5m 1.2h/4.4h
epoch 55/200, train: loss=0.0218, val: psnr=36.4783, 1.5m 1.2h/4.4h
epoch 56/200, train: loss=0.0221, val: psnr=36.6874, 1.2m 1.2h/4.4h
epoch 57/200, train: loss=0.0221, val: psnr=36.7303, 1.1m 1.2h/4.3h
epoch 58/200, train: loss=0.0219, val: psnr=36.7456, 1.5m 1.3h/4.4h
epoch 59/200, train: loss=0.0218, val: psnr=36.7662, 1.5m 1.3h/4.4h
epoch 60/200, train: loss=0.0220, val: psnr=36.7796, 1.4m 1.3h/4.4h
epoch 61/200, train: loss=0.0220, val: psnr=36.7357, 1.2m 1.3h/4.4h
epoch 62/200, train: loss=0.0218, val: psnr=37.0261, 1.3m 1.4h/4.4h
epoch 63/200, train: loss=0.0218, val: psnr=36.5134, 1.5m 1.4h/4.4h
epoch 64/200, train: loss=0.0219, val: psnr=36.3758, 1.5m 1.4h/4.4h
epoch 65/200, train: loss=0.0219, val: psnr=36.8351, 1.4m 1.4h/4.4h
epoch 66/200, train: loss=0.0217, val: psnr=36.7901, 1.3m 1.5h/4.4h
epoch 67/200, train: loss=0.0216, val: psnr=36.7662, 1.3m 1.5h/4.4h
epoch 68/200, train: loss=0.0217, val: psnr=36.7876, 1.3m 1.5h/4.4h
epoch 69/200, train: loss=0.0221, val: psnr=36.8282, 1.6m 1.5h/4.4h
epoch 70/200, train: loss=0.0216, val: psnr=36.7095, 1.6m 1.5h/4.4h
epoch 71/200, train: loss=0.0217, val: psnr=37.0079, 1.5m 1.6h/4.4h
epoch 72/200, train: loss=0.0219, val: psnr=36.4312, 1.3m 1.6h/4.4h
epoch 73/200, train: loss=0.0219, val: psnr=36.8755, 1.3m 1.6h/4.4h
epoch 74/200, train: loss=0.0216, val: psnr=36.5151, 1.3m 1.6h/4.4h
epoch 75/200, train: loss=0.0217, val: psnr=36.5403, 1.4m 1.7h/4.4h
epoch 76/200, train: loss=0.0216, val: psnr=36.8501, 1.6m 1.7h/4.4h
epoch 77/200, train: loss=0.0218, val: psnr=36.7710, 1.4m 1.7h/4.4h
epoch 78/200, train: loss=0.0216, val: psnr=36.5873, 1.1m 1.7h/4.4h
epoch 79/200, train: loss=0.0218, val: psnr=36.6977, 1.3m 1.8h/4.4h
epoch 80/200, train: loss=0.0217, val: psnr=36.8455, 1.5m 1.8h/4.4h
epoch 81/200, train: loss=0.0212, val: psnr=36.6179, 1.4m 1.8h/4.4h
epoch 82/200, train: loss=0.0212, val: psnr=36.9627, 1.0m 1.8h/4.4h
epoch 83/200, train: loss=0.0215, val: psnr=36.8864, 1.3m 1.8h/4.4h
epoch 84/200, train: loss=0.0216, val: psnr=36.8796, 1.5m 1.9h/4.4h
epoch 85/200, train: loss=0.0214, val: psnr=36.9980, 1.4m 1.9h/4.4h
epoch 86/200, train: loss=0.0215, val: psnr=36.6872, 1.1m 1.9h/4.4h
epoch 87/200, train: loss=0.0213, val: psnr=36.8991, 1.3m 1.9h/4.4h
epoch 88/200, train: loss=0.0214, val: psnr=36.9823, 1.4m 1.9h/4.4h
epoch 89/200, train: loss=0.0218, val: psnr=37.0537, 1.5m 2.0h/4.4h
epoch 90/200, train: loss=0.0214, val: psnr=36.9861, 1.3m 2.0h/4.4h
epoch 91/200, train: loss=0.0217, val: psnr=36.9238, 1.2m 2.0h/4.4h
epoch 92/200, train: loss=0.0216, val: psnr=36.7320, 1.3m 2.0h/4.4h
epoch 93/200, train: loss=0.0214, val: psnr=37.0502, 1.6m 2.1h/4.4h
epoch 94/200, train: loss=0.0215, val: psnr=36.7842, 1.5m 2.1h/4.4h
epoch 95/200, train: loss=0.0215, val: psnr=37.0417, 1.4m 2.1h/4.4h
epoch 96/200, train: loss=0.0215, val: psnr=36.7020, 1.3m 2.1h/4.4h
epoch 97/200, train: loss=0.0214, val: psnr=37.0090, 1.3m 2.2h/4.4h
epoch 98/200, train: loss=0.0212, val: psnr=37.1309, 1.4m 2.2h/4.4h
epoch 99/200, train: loss=0.0214, val: psnr=36.7914, 1.5m 2.2h/4.5h
epoch 100/200, train: loss=0.0217, val: psnr=36.9133, 1.5m 2.2h/4.5h
epoch 101/200, train: loss=0.0215, val: psnr=36.7818, 1.3m 2.3h/4.5h
epoch 102/200, train: loss=0.0215, val: psnr=36.7961, 1.3m 2.3h/4.5h
epoch 103/200, train: loss=0.0214, val: psnr=36.8176, 1.3m 2.3h/4.5h
epoch 104/200, train: loss=0.0213, val: psnr=37.0896, 1.5m 2.3h/4.5h
epoch 105/200, train: loss=0.0214, val: psnr=36.6165, 1.6m 2.3h/4.5h
epoch 106/200, train: loss=0.0215, val: psnr=36.7193, 1.3m 2.4h/4.5h
epoch 107/200, train: loss=0.0214, val: psnr=36.7255, 1.1m 2.4h/4.5h
epoch 108/200, train: loss=0.0214, val: psnr=36.9830, 1.3m 2.4h/4.5h
epoch 109/200, train: loss=0.0214, val: psnr=36.7236, 1.5m 2.4h/4.5h
epoch 110/200, train: loss=0.0212, val: psnr=37.2891, 1.4m 2.5h/4.5h
epoch 111/200, train: loss=0.0213, val: psnr=36.8941, 1.0m 2.5h/4.5h
epoch 112/200, train: loss=0.0216, val: psnr=36.7606, 1.3m 2.5h/4.5h
epoch 113/200, train: loss=0.0213, val: psnr=36.9782, 1.5m 2.5h/4.5h
epoch 114/200, train: loss=0.0215, val: psnr=36.8202, 1.4m 2.5h/4.5h
epoch 115/200, train: loss=0.0217, val: psnr=36.9934, 1.1m 2.6h/4.5h
epoch 116/200, train: loss=0.0213, val: psnr=36.9265, 1.3m 2.6h/4.5h
epoch 117/200, train: loss=0.0213, val: psnr=36.9710, 1.5m 2.6h/4.5h
epoch 118/200, train: loss=0.0213, val: psnr=36.7650, 1.5m 2.6h/4.5h
epoch 119/200, train: loss=0.0213, val: psnr=36.7940, 1.4m 2.7h/4.5h
epoch 120/200, train: loss=0.0215, val: psnr=36.9883, 1.3m 2.7h/4.5h
epoch 121/200, train: loss=0.0213, val: psnr=36.8876, 1.3m 2.7h/4.5h
epoch 122/200, train: loss=0.0213, val: psnr=36.9966, 1.4m 2.7h/4.5h
epoch 123/200, train: loss=0.0213, val: psnr=36.9360, 1.6m 2.7h/4.5h
epoch 124/200, train: loss=0.0212, val: psnr=36.9681, 1.6m 2.8h/4.5h
epoch 125/200, train: loss=0.0214, val: psnr=36.9200, 1.4m 2.8h/4.5h
epoch 126/200, train: loss=0.0213, val: psnr=37.1696, 1.3m 2.8h/4.5h
epoch 127/200, train: loss=0.0213, val: psnr=37.0402, 1.3m 2.8h/4.5h
epoch 128/200, train: loss=0.0215, val: psnr=36.9920, 1.4m 2.9h/4.5h
epoch 129/200, train: loss=0.0213, val: psnr=36.9071, 1.5m 2.9h/4.5h
epoch 130/200, train: loss=0.0212, val: psnr=36.7373, 1.6m 2.9h/4.5h
epoch 131/200, train: loss=0.0211, val: psnr=36.9843, 1.4m 2.9h/4.5h
epoch 132/200, train: loss=0.0213, val: psnr=36.8343, 1.2m 3.0h/4.5h
epoch 133/200, train: loss=0.0213, val: psnr=37.0575, 1.3m 3.0h/4.5h
epoch 134/200, train: loss=0.0214, val: psnr=37.0831, 1.4m 3.0h/4.5h
epoch 135/200, train: loss=0.0212, val: psnr=37.0541, 1.5m 3.0h/4.5h
epoch 136/200, train: loss=0.0213, val: psnr=36.7674, 1.4m 3.1h/4.5h
epoch 137/200, train: loss=0.0212, val: psnr=37.0497, 1.2m 3.1h/4.5h
epoch 138/200, train: loss=0.0215, val: psnr=36.9136, 1.2m 3.1h/4.5h
epoch 139/200, train: loss=0.0213, val: psnr=37.0244, 1.5m 3.1h/4.5h
epoch 140/200, train: loss=0.0213, val: psnr=36.8822, 1.5m 3.1h/4.5h
epoch 141/200, train: loss=0.0213, val: psnr=37.0072, 1.2m 3.2h/4.5h
epoch 142/200, train: loss=0.0214, val: psnr=37.0165, 1.1m 3.2h/4.5h
epoch 143/200, train: loss=0.0211, val: psnr=36.8342, 1.4m 3.2h/4.5h
epoch 144/200, train: loss=0.0214, val: psnr=37.0319, 1.5m 3.2h/4.5h
epoch 145/200, train: loss=0.0213, val: psnr=37.0488, 1.3m 3.3h/4.5h
epoch 146/200, train: loss=0.0212, val: psnr=37.1017, 1.1m 3.3h/4.5h
epoch 147/200, train: loss=0.0213, val: psnr=36.9781, 1.4m 3.3h/4.5h
epoch 148/200, train: loss=0.0212, val: psnr=37.0129, 1.5m 3.3h/4.5h
epoch 149/200, train: loss=0.0212, val: psnr=36.9359, 1.3m 3.3h/4.5h
epoch 150/200, train: loss=0.0212, val: psnr=37.0696, 1.1m 3.4h/4.5h
epoch 151/200, train: loss=0.0214, val: psnr=36.8526, 1.3m 3.4h/4.5h
epoch 152/200, train: loss=0.0215, val: psnr=36.9994, 1.5m 3.4h/4.5h
epoch 153/200, train: loss=0.0215, val: psnr=37.0472, 1.4m 3.4h/4.5h
epoch 154/200, train: loss=0.0210, val: psnr=36.9866, 1.3m 3.4h/4.5h
epoch 155/200, train: loss=0.0213, val: psnr=36.7760, 1.2m 3.5h/4.5h
epoch 156/200, train: loss=0.0212, val: psnr=37.0825, 1.4m 3.5h/4.5h
epoch 157/200, train: loss=0.0212, val: psnr=36.9973, 1.6m 3.5h/4.5h
epoch 158/200, train: loss=0.0212, val: psnr=37.0049, 1.5m 3.5h/4.5h
epoch 159/200, train: loss=0.0213, val: psnr=37.0139, 1.4m 3.6h/4.5h
epoch 160/200, train: loss=0.0211, val: psnr=37.0861, 1.3m 3.6h/4.5h
epoch 161/200, train: loss=0.0212, val: psnr=36.9637, 1.3m 3.6h/4.5h
epoch 162/200, train: loss=0.0213, val: psnr=37.0662, 1.4m 3.6h/4.5h
epoch 163/200, train: loss=0.0211, val: psnr=36.9628, 1.5m 3.7h/4.5h
epoch 164/200, train: loss=0.0214, val: psnr=36.8877, 1.6m 3.7h/4.5h
epoch 165/200, train: loss=0.0212, val: psnr=36.9595, 1.4m 3.7h/4.5h
epoch 166/200, train: loss=0.0213, val: psnr=37.1809, 1.3m 3.7h/4.5h
epoch 167/200, train: loss=0.0212, val: psnr=36.9619, 1.3m 3.8h/4.5h
epoch 168/200, train: loss=0.0214, val: psnr=37.1360, 1.4m 3.8h/4.5h
epoch 169/200, train: loss=0.0210, val: psnr=37.0101, 1.5m 3.8h/4.5h
epoch 170/200, train: loss=0.0212, val: psnr=37.0951, 1.6m 3.8h/4.5h
epoch 171/200, train: loss=0.0211, val: psnr=37.0353, 1.4m 3.9h/4.5h
epoch 172/200, train: loss=0.0214, val: psnr=37.0925, 1.3m 3.9h/4.5h
epoch 173/200, train: loss=0.0212, val: psnr=37.0630, 1.3m 3.9h/4.5h
epoch 174/200, train: loss=0.0212, val: psnr=37.2412, 1.4m 3.9h/4.5h
epoch 175/200, train: loss=0.0212, val: psnr=37.0835, 1.5m 3.9h/4.5h
epoch 176/200, train: loss=0.0210, val: psnr=36.7335, 1.4m 4.0h/4.5h
epoch 177/200, train: loss=0.0214, val: psnr=36.8625, 1.2m 4.0h/4.5h
epoch 178/200, train: loss=0.0213, val: psnr=36.8845, 1.2m 4.0h/4.5h
epoch 179/200, train: loss=0.0212, val: psnr=37.0880, 1.4m 4.0h/4.5h
epoch 180/200, train: loss=0.0211, val: psnr=36.9644, 1.5m 4.1h/4.5h
epoch 181/200, train: loss=0.0214, val: psnr=37.0159, 1.3m 4.1h/4.5h
epoch 182/200, train: loss=0.0212, val: psnr=36.9107, 1.1m 4.1h/4.5h
epoch 183/200, train: loss=0.0212, val: psnr=37.0161, 1.3m 4.1h/4.5h
epoch 184/200, train: loss=0.0214, val: psnr=36.8747, 1.5m 4.1h/4.5h
epoch 185/200, train: loss=0.0211, val: psnr=37.0954, 1.3m 4.2h/4.5h
epoch 186/200, train: loss=0.0210, val: psnr=36.8582, 1.0m 4.2h/4.5h
epoch 187/200, train: loss=0.0214, val: psnr=37.1593, 1.3m 4.2h/4.5h
epoch 188/200, train: loss=0.0209, val: psnr=36.9238, 1.5m 4.2h/4.5h
epoch 189/200, train: loss=0.0212, val: psnr=36.9490, 1.4m 4.3h/4.5h
epoch 190/200, train: loss=0.0211, val: psnr=36.8037, 1.2m 4.3h/4.5h
epoch 191/200, train: loss=0.0213, val: psnr=37.0203, 1.2m 4.3h/4.5h
epoch 192/200, train: loss=0.0212, val: psnr=36.7802, 1.5m 4.3h/4.5h
epoch 193/200, train: loss=0.0211, val: psnr=36.7353, 1.5m 4.3h/4.5h
epoch 194/200, train: loss=0.0211, val: psnr=37.1561, 1.4m 4.4h/4.5h
epoch 195/200, train: loss=0.0214, val: psnr=37.0631, 1.3m 4.4h/4.5h
epoch 196/200, train: loss=0.0212, val: psnr=37.2037, 1.3m 4.4h/4.5h
epoch 197/200, train: loss=0.0211, val: psnr=37.0194, 1.3m 4.4h/4.5h
epoch 198/200, train: loss=0.0213, val: psnr=37.1015, 1.5m 4.5h/4.5h
epoch 199/200, train: loss=0.0210, val: psnr=37.1802, 1.6m 4.5h/4.5h
epoch 200/200, train: loss=0.0211, val: psnr=37.0886, 1.5m 4.5h/4.5h
