train dataset: size=3960
  inp: shape=(1, 48, 48)
  coord: shape=(2304, 2)
  cell: shape=(2304, 2)
  gt: shape=(2304, 1)
val dataset: size=1600
  inp: shape=(1, 48, 48)
  coord: shape=(2304, 2)
  cell: shape=(2304, 2)
  gt: shape=(2304, 1)
model: #params=531.6K
epoch 1/200, train: loss=0.0802, val: psnr=29.3779, 47.9s 47.9s/2.7h
epoch 24/200, train: loss=0.0309, val: psnr=34.1331, 1.2m 25.5m/3.5h
epoch 25/200, train: loss=0.0312, val: psnr=33.7183, 1.2m 26.7m/3.6h
epoch 26/200, train: loss=0.0310, val: psnr=33.6648, 1.2m 27.8m/3.6h
epoch 27/200, train: loss=0.0311, val: psnr=33.9576, 1.2m 29.0m/3.6h
epoch 28/200, train: loss=0.0307, val: psnr=33.8946, 1.2m 30.1m/3.6h
epoch 29/200, train: loss=0.0307, val: psnr=33.7940, 1.2m 31.3m/3.6h
epoch 30/200, train: loss=0.0305, val: psnr=33.6088, 1.2m 32.5m/3.6h
epoch 31/200, train: loss=0.0309, val: psnr=34.1007, 1.2m 33.6m/3.6h
epoch 32/200, train: loss=0.0305, val: psnr=33.9703, 1.2m 34.8m/3.6h
epoch 33/200, train: loss=0.0307, val: psnr=33.9057, 1.1m 35.9m/3.6h
epoch 34/200, train: loss=0.0309, val: psnr=33.8360, 1.2m 37.1m/3.6h
epoch 35/200, train: loss=0.0304, val: psnr=33.9245, 1.2m 38.2m/3.6h
epoch 36/200, train: loss=0.0302, val: psnr=34.3266, 1.2m 39.4m/3.6h
epoch 37/200, train: loss=0.0305, val: psnr=33.8184, 1.2m 40.6m/3.7h
epoch 38/200, train: loss=0.0302, val: psnr=34.1466, 1.2m 41.7m/3.7h
epoch 39/200, train: loss=0.0305, val: psnr=34.1884, 1.2m 42.9m/3.7h
epoch 40/200, train: loss=0.0306, val: psnr=34.4331, 1.2m 44.1m/3.7h
epoch 41/200, train: loss=0.0300, val: psnr=34.2829, 1.2m 45.2m/3.7h
epoch 42/200, train: loss=0.0300, val: psnr=34.2739, 1.2m 46.4m/3.7h
epoch 43/200, train: loss=0.0297, val: psnr=34.1321, 1.1m 47.5m/3.7h
epoch 44/200, train: loss=0.0299, val: psnr=34.2952, 1.1m 48.7m/3.7h
epoch 45/200, train: loss=0.0299, val: psnr=34.0084, 1.1m 49.8m/3.7h
epoch 46/200, train: loss=0.0298, val: psnr=34.2896, 1.1m 51.0m/3.7h
epoch 47/200, train: loss=0.0295, val: psnr=34.1929, 1.2m 52.1m/3.7h
epoch 48/200, train: loss=0.0299, val: psnr=34.3724, 1.2m 53.3m/3.7h
epoch 49/200, train: loss=0.0298, val: psnr=34.4466, 1.2m 54.4m/3.7h
epoch 50/200, train: loss=0.0297, val: psnr=33.8927, 1.2m 55.6m/3.7h
epoch 51/200, train: loss=0.0297, val: psnr=34.1657, 1.2m 56.8m/3.7h
epoch 52/200, train: loss=0.0298, val: psnr=34.3894, 1.2m 57.9m/3.7h
epoch 53/200, train: loss=0.0296, val: psnr=34.2053, 1.2m 59.1m/3.7h
epoch 54/200, train: loss=0.0296, val: psnr=34.3094, 1.2m 1.0h/3.7h
epoch 55/200, train: loss=0.0298, val: psnr=34.3556, 1.2m 1.0h/3.7h
epoch 56/200, train: loss=0.0296, val: psnr=34.3666, 1.2m 1.0h/3.7h
epoch 57/200, train: loss=0.0295, val: psnr=34.3252, 1.2m 1.1h/3.7h
epoch 58/200, train: loss=0.0296, val: psnr=34.1296, 1.2m 1.1h/3.7h
epoch 59/200, train: loss=0.0295, val: psnr=34.6420, 1.2m 1.1h/3.7h
epoch 60/200, train: loss=0.0299, val: psnr=34.4127, 1.2m 1.1h/3.7h
epoch 61/200, train: loss=0.0297, val: psnr=33.9904, 1.2m 1.1h/3.7h
epoch 62/200, train: loss=0.0296, val: psnr=34.0988, 1.2m 1.2h/3.7h
epoch 63/200, train: loss=0.0296, val: psnr=34.1598, 1.2m 1.2h/3.7h
epoch 64/200, train: loss=0.0299, val: psnr=34.1287, 1.2m 1.2h/3.7h
epoch 65/200, train: loss=0.0295, val: psnr=34.1683, 1.1m 1.2h/3.7h
epoch 66/200, train: loss=0.0298, val: psnr=34.3356, 1.2m 1.2h/3.7h
epoch 67/200, train: loss=0.0295, val: psnr=34.2897, 1.2m 1.3h/3.7h
epoch 68/200, train: loss=0.0295, val: psnr=34.0685, 1.2m 1.3h/3.7h
epoch 69/200, train: loss=0.0294, val: psnr=34.2706, 1.2m 1.3h/3.7h
epoch 70/200, train: loss=0.0296, val: psnr=34.4332, 1.1m 1.3h/3.8h
epoch 71/200, train: loss=0.0292, val: psnr=34.5881, 1.1m 1.3h/3.8h
epoch 72/200, train: loss=0.0294, val: psnr=34.5186, 1.1m 1.4h/3.8h
epoch 73/200, train: loss=0.0295, val: psnr=34.0835, 1.1m 1.4h/3.8h
epoch 74/200, train: loss=0.0294, val: psnr=34.3011, 1.1m 1.4h/3.8h
epoch 75/200, train: loss=0.0294, val: psnr=34.5671, 1.2m 1.4h/3.8h
epoch 76/200, train: loss=0.0293, val: psnr=34.5323, 1.2m 1.4h/3.8h
epoch 77/200, train: loss=0.0293, val: psnr=34.1268, 1.2m 1.4h/3.8h
epoch 78/200, train: loss=0.0292, val: psnr=34.3757, 1.2m 1.5h/3.8h
epoch 79/200, train: loss=0.0293, val: psnr=34.4857, 1.1m 1.5h/3.8h
epoch 80/200, train: loss=0.0291, val: psnr=34.6133, 1.2m 1.5h/3.8h
epoch 81/200, train: loss=0.0291, val: psnr=34.6256, 1.2m 1.5h/3.8h
epoch 82/200, train: loss=0.0292, val: psnr=34.6510, 1.1m 1.5h/3.8h
epoch 83/200, train: loss=0.0293, val: psnr=34.3580, 1.2m 1.6h/3.8h
epoch 84/200, train: loss=0.0290, val: psnr=34.4664, 1.2m 1.6h/3.8h
epoch 85/200, train: loss=0.0291, val: psnr=34.4277, 1.1m 1.6h/3.8h
epoch 86/200, train: loss=0.0292, val: psnr=34.6143, 1.2m 1.6h/3.8h
epoch 87/200, train: loss=0.0293, val: psnr=34.5040, 1.2m 1.6h/3.8h
epoch 88/200, train: loss=0.0290, val: psnr=34.6351, 1.1m 1.7h/3.8h
epoch 89/200, train: loss=0.0292, val: psnr=34.5402, 1.1m 1.7h/3.8h
epoch 90/200, train: loss=0.0291, val: psnr=34.5444, 1.2m 1.7h/3.8h
epoch 91/200, train: loss=0.0292, val: psnr=34.6260, 1.1m 1.7h/3.8h
epoch 92/200, train: loss=0.0289, val: psnr=34.6974, 1.2m 1.7h/3.8h
epoch 93/200, train: loss=0.0290, val: psnr=34.6772, 1.1m 1.8h/3.8h
epoch 94/200, train: loss=0.0289, val: psnr=34.8044, 1.2m 1.8h/3.8h
epoch 95/200, train: loss=0.0293, val: psnr=34.5593, 1.1m 1.8h/3.8h
epoch 96/200, train: loss=0.0289, val: psnr=34.6605, 1.2m 1.8h/3.8h
epoch 97/200, train: loss=0.0290, val: psnr=34.6363, 1.2m 1.8h/3.8h
epoch 98/200, train: loss=0.0291, val: psnr=34.3894, 1.2m 1.9h/3.8h
epoch 99/200, train: loss=0.0292, val: psnr=34.5651, 1.2m 1.9h/3.8h
epoch 100/200, train: loss=0.0292, val: psnr=34.4818, 1.1m 1.9h/3.8h
epoch 101/200, train: loss=0.0291, val: psnr=34.5446, 1.2m 1.9h/3.8h
epoch 102/200, train: loss=0.0292, val: psnr=34.6307, 1.2m 1.9h/3.8h
epoch 103/200, train: loss=0.0290, val: psnr=34.4696, 1.1m 1.9h/3.8h
epoch 104/200, train: loss=0.0291, val: psnr=34.5698, 1.2m 2.0h/3.8h
epoch 105/200, train: loss=0.0290, val: psnr=34.6402, 1.2m 2.0h/3.8h
epoch 106/200, train: loss=0.0291, val: psnr=34.5754, 1.1m 2.0h/3.8h
epoch 107/200, train: loss=0.0291, val: psnr=34.6031, 1.2m 2.0h/3.8h
epoch 108/200, train: loss=0.0293, val: psnr=34.6805, 1.2m 2.0h/3.8h
epoch 109/200, train: loss=0.0290, val: psnr=34.6826, 1.1m 2.1h/3.8h
epoch 110/200, train: loss=0.0291, val: psnr=34.6178, 1.2m 2.1h/3.8h
epoch 111/200, train: loss=0.0291, val: psnr=34.4930, 1.2m 2.1h/3.8h
epoch 112/200, train: loss=0.0287, val: psnr=34.5290, 1.2m 2.1h/3.8h
epoch 113/200, train: loss=0.0290, val: psnr=34.6022, 1.1m 2.1h/3.8h
epoch 114/200, train: loss=0.0290, val: psnr=34.3931, 1.1m 2.2h/3.8h
epoch 115/200, train: loss=0.0290, val: psnr=34.6838, 1.1m 2.2h/3.8h
epoch 116/200, train: loss=0.0289, val: psnr=34.4920, 1.2m 2.2h/3.8h
epoch 117/200, train: loss=0.0291, val: psnr=34.4893, 1.2m 2.2h/3.8h
epoch 118/200, train: loss=0.0289, val: psnr=34.6527, 1.2m 2.2h/3.8h
epoch 119/200, train: loss=0.0290, val: psnr=34.6812, 1.1m 2.3h/3.8h
epoch 120/200, train: loss=0.0292, val: psnr=34.4112, 1.1m 2.3h/3.8h
epoch 121/200, train: loss=0.0291, val: psnr=34.4550, 1.2m 2.3h/3.8h
epoch 122/200, train: loss=0.0289, val: psnr=34.6320, 1.1m 2.3h/3.8h
epoch 123/200, train: loss=0.0289, val: psnr=34.7701, 1.2m 2.3h/3.8h
epoch 124/200, train: loss=0.0287, val: psnr=34.5567, 1.1m 2.3h/3.8h
epoch 125/200, train: loss=0.0288, val: psnr=34.7055, 1.1m 2.4h/3.8h
epoch 126/200, train: loss=0.0291, val: psnr=34.6342, 1.2m 2.4h/3.8h
epoch 127/200, train: loss=0.0288, val: psnr=34.6833, 1.2m 2.4h/3.8h
epoch 128/200, train: loss=0.0289, val: psnr=34.7427, 1.1m 2.4h/3.8h
epoch 129/200, train: loss=0.0290, val: psnr=34.6686, 1.1m 2.4h/3.8h
epoch 130/200, train: loss=0.0292, val: psnr=34.7537, 1.2m 2.5h/3.8h
epoch 131/200, train: loss=0.0287, val: psnr=34.6038, 1.2m 2.5h/3.8h
epoch 132/200, train: loss=0.0290, val: psnr=34.5677, 1.2m 2.5h/3.8h
epoch 133/200, train: loss=0.0290, val: psnr=34.7260, 1.2m 2.5h/3.8h
epoch 134/200, train: loss=0.0290, val: psnr=34.5254, 1.1m 2.5h/3.8h
epoch 135/200, train: loss=0.0289, val: psnr=34.4151, 1.2m 2.6h/3.8h
epoch 136/200, train: loss=0.0289, val: psnr=34.6287, 1.2m 2.6h/3.8h
epoch 137/200, train: loss=0.0288, val: psnr=34.7622, 1.2m 2.6h/3.8h
epoch 138/200, train: loss=0.0290, val: psnr=34.5262, 1.2m 2.6h/3.8h
epoch 139/200, train: loss=0.0288, val: psnr=34.6394, 1.2m 2.6h/3.8h
epoch 140/200, train: loss=0.0289, val: psnr=34.7041, 1.2m 2.7h/3.8h
epoch 141/200, train: loss=0.0289, val: psnr=34.7498, 1.2m 2.7h/3.8h
epoch 142/200, train: loss=0.0288, val: psnr=34.5430, 1.2m 2.7h/3.8h
epoch 143/200, train: loss=0.0287, val: psnr=34.9223, 1.2m 2.7h/3.8h
epoch 144/200, train: loss=0.0289, val: psnr=34.6447, 1.2m 2.7h/3.8h
epoch 145/200, train: loss=0.0288, val: psnr=34.7272, 1.2m 2.8h/3.8h
epoch 146/200, train: loss=0.0288, val: psnr=34.5396, 1.2m 2.8h/3.8h
epoch 147/200, train: loss=0.0288, val: psnr=34.6699, 1.2m 2.8h/3.8h
epoch 148/200, train: loss=0.0290, val: psnr=34.6171, 1.2m 2.8h/3.8h
epoch 149/200, train: loss=0.0291, val: psnr=34.7714, 1.2m 2.8h/3.8h
epoch 150/200, train: loss=0.0289, val: psnr=34.7534, 1.2m 2.8h/3.8h
epoch 151/200, train: loss=0.0288, val: psnr=34.5913, 1.2m 2.9h/3.8h
epoch 152/200, train: loss=0.0289, val: psnr=34.6176, 1.1m 2.9h/3.8h
epoch 153/200, train: loss=0.0290, val: psnr=34.6066, 1.1m 2.9h/3.8h
epoch 154/200, train: loss=0.0289, val: psnr=34.5979, 1.2m 2.9h/3.8h
epoch 155/200, train: loss=0.0290, val: psnr=34.6843, 1.2m 2.9h/3.8h
epoch 156/200, train: loss=0.0289, val: psnr=34.7839, 1.2m 3.0h/3.8h
epoch 157/200, train: loss=0.0289, val: psnr=34.8400, 1.2m 3.0h/3.8h
epoch 158/200, train: loss=0.0288, val: psnr=34.7088, 1.2m 3.0h/3.8h
epoch 159/200, train: loss=0.0290, val: psnr=34.6512, 1.2m 3.0h/3.8h
epoch 160/200, train: loss=0.0290, val: psnr=34.7693, 1.2m 3.0h/3.8h
epoch 161/200, train: loss=0.0288, val: psnr=34.6936, 1.2m 3.1h/3.8h
epoch 162/200, train: loss=0.0289, val: psnr=34.6646, 1.2m 3.1h/3.8h
epoch 163/200, train: loss=0.0288, val: psnr=34.6477, 1.1m 3.1h/3.8h
epoch 164/200, train: loss=0.0288, val: psnr=34.7356, 1.1m 3.1h/3.8h
epoch 165/200, train: loss=0.0288, val: psnr=34.7123, 1.2m 3.1h/3.8h
epoch 166/200, train: loss=0.0287, val: psnr=34.6625, 1.2m 3.2h/3.8h
epoch 167/200, train: loss=0.0287, val: psnr=34.7785, 1.2m 3.2h/3.8h
epoch 168/200, train: loss=0.0292, val: psnr=34.6671, 1.2m 3.2h/3.8h
epoch 169/200, train: loss=0.0291, val: psnr=34.7176, 1.2m 3.2h/3.8h
epoch 170/200, train: loss=0.0289, val: psnr=34.6542, 1.1m 3.2h/3.8h
epoch 171/200, train: loss=0.0289, val: psnr=34.6701, 1.2m 3.3h/3.8h
epoch 172/200, train: loss=0.0287, val: psnr=34.6529, 1.2m 3.3h/3.8h
epoch 173/200, train: loss=0.0288, val: psnr=34.6796, 1.2m 3.3h/3.8h
epoch 174/200, train: loss=0.0287, val: psnr=34.6197, 1.2m 3.3h/3.8h
epoch 175/200, train: loss=0.0287, val: psnr=34.6614, 1.2m 3.3h/3.8h
epoch 176/200, train: loss=0.0287, val: psnr=34.7473, 1.2m 3.4h/3.8h
epoch 177/200, train: loss=0.0288, val: psnr=34.7369, 1.2m 3.4h/3.8h
epoch 178/200, train: loss=0.0287, val: psnr=34.7639, 1.2m 3.4h/3.8h
epoch 179/200, train: loss=0.0288, val: psnr=34.8016, 1.2m 3.4h/3.8h
epoch 180/200, train: loss=0.0285, val: psnr=34.7660, 1.2m 3.4h/3.8h
epoch 181/200, train: loss=0.0288, val: psnr=34.7263, 1.1m 3.4h/3.8h
epoch 182/200, train: loss=0.0287, val: psnr=34.6105, 1.1m 3.5h/3.8h
epoch 183/200, train: loss=0.0290, val: psnr=34.6819, 1.2m 3.5h/3.8h
epoch 184/200, train: loss=0.0288, val: psnr=34.6887, 1.2m 3.5h/3.8h
epoch 185/200, train: loss=0.0286, val: psnr=34.6075, 1.2m 3.5h/3.8h
epoch 186/200, train: loss=0.0289, val: psnr=34.5759, 1.2m 3.5h/3.8h
epoch 187/200, train: loss=0.0287, val: psnr=34.6753, 1.2m 3.6h/3.8h
epoch 188/200, train: loss=0.0290, val: psnr=34.6631, 1.2m 3.6h/3.8h
epoch 189/200, train: loss=0.0289, val: psnr=34.7397, 1.2m 3.6h/3.8h
epoch 190/200, train: loss=0.0290, val: psnr=34.6676, 1.2m 3.6h/3.8h
epoch 191/200, train: loss=0.0287, val: psnr=34.4807, 1.1m 3.6h/3.8h
epoch 192/200, train: loss=0.0289, val: psnr=34.6050, 1.1m 3.7h/3.8h
epoch 193/200, train: loss=0.0287, val: psnr=34.8205, 1.2m 3.7h/3.8h
epoch 194/200, train: loss=0.0288, val: psnr=34.6009, 1.1m 3.7h/3.8h
epoch 195/200, train: loss=0.0289, val: psnr=34.6812, 1.1m 3.7h/3.8h
epoch 196/200, train: loss=0.0287, val: psnr=34.5718, 1.1m 3.7h/3.8h
epoch 197/200, train: loss=0.0287, val: psnr=34.9129, 1.1m 3.8h/3.8h
epoch 198/200, train: loss=0.0286, val: psnr=34.7339, 1.1m 3.8h/3.8h
epoch 199/200, train: loss=0.0286, val: psnr=34.7987, 1.1m 3.8h/3.8h
epoch 200/200, train: loss=0.0288, val: psnr=34.5033, 1.2m 3.8h/3.8h
