train dataset: size=3960
  inp: shape=(1, 48, 48)
  coord: shape=(2304, 2)
  cell: shape=(2304, 2)
  gt: shape=(2304, 1)
val dataset: size=1600
  inp: shape=(1, 48, 48)
  coord: shape=(2304, 2)
  cell: shape=(2304, 2)
  gt: shape=(2304, 1)
model: #params=457.8K
epoch 1/200, train: loss=0.0685, val: psnr=30.9791, 58.6s 58.6s/3.3h
epoch 155/200, train: loss=0.0212, val: psnr=36.7378, 52.9s 2.3h/2.9h
epoch 156/200, train: loss=0.0212, val: psnr=36.9999, 55.8s 2.3h/2.9h
epoch 157/200, train: loss=0.0211, val: psnr=36.8857, 56.5s 2.3h/2.9h
epoch 158/200, train: loss=0.0213, val: psnr=36.7840, 54.9s 2.3h/2.9h
epoch 159/200, train: loss=0.0214, val: psnr=36.9459, 51.8s 2.3h/2.9h
epoch 160/200, train: loss=0.0212, val: psnr=36.9179, 47.8s 2.4h/2.9h
epoch 161/200, train: loss=0.0210, val: psnr=36.9749, 48.6s 2.4h/2.9h
epoch 162/200, train: loss=0.0211, val: psnr=36.7445, 52.8s 2.4h/2.9h
epoch 163/200, train: loss=0.0214, val: psnr=37.1793, 56.7s 2.4h/2.9h
epoch 164/200, train: loss=0.0214, val: psnr=37.1051, 56.0s 2.4h/2.9h
epoch 165/200, train: loss=0.0213, val: psnr=36.9523, 54.7s 2.4h/2.9h
epoch 166/200, train: loss=0.0211, val: psnr=37.0345, 51.6s 2.4h/2.9h
epoch 167/200, train: loss=0.0214, val: psnr=37.0800, 48.1s 2.5h/2.9h
epoch 168/200, train: loss=0.0212, val: psnr=36.7727, 47.9s 2.5h/2.9h
epoch 169/200, train: loss=0.0212, val: psnr=36.9785, 52.2s 2.5h/2.9h
epoch 170/200, train: loss=0.0213, val: psnr=37.0242, 54.9s 2.5h/2.9h
epoch 171/200, train: loss=0.0212, val: psnr=37.2807, 56.5s 2.5h/2.9h
epoch 172/200, train: loss=0.0212, val: psnr=37.1739, 55.7s 2.5h/2.9h
epoch 173/200, train: loss=0.0213, val: psnr=36.8623, 41.5s 2.5h/2.9h
epoch 174/200, train: loss=0.0213, val: psnr=36.9440, 41.7s 2.6h/2.9h
epoch 175/200, train: loss=0.0212, val: psnr=37.0322, 41.3s 2.6h/2.9h
epoch 176/200, train: loss=0.0213, val: psnr=36.9207, 41.8s 2.6h/2.9h
epoch 177/200, train: loss=0.0212, val: psnr=37.0942, 41.7s 2.6h/2.9h
epoch 178/200, train: loss=0.0210, val: psnr=37.1023, 41.4s 2.6h/2.9h
epoch 179/200, train: loss=0.0214, val: psnr=36.9189, 41.6s 2.6h/2.9h
epoch 180/200, train: loss=0.0213, val: psnr=37.0955, 41.7s 2.6h/2.9h
epoch 181/200, train: loss=0.0208, val: psnr=37.0339, 41.6s 2.6h/2.9h
epoch 182/200, train: loss=0.0212, val: psnr=36.9401, 41.6s 2.7h/2.9h
epoch 183/200, train: loss=0.0212, val: psnr=36.9497, 41.5s 2.7h/2.9h
epoch 184/200, train: loss=0.0212, val: psnr=37.0344, 41.6s 2.7h/2.9h
epoch 185/200, train: loss=0.0210, val: psnr=37.0217, 41.6s 2.7h/2.9h
epoch 186/200, train: loss=0.0213, val: psnr=36.8758, 41.6s 2.7h/2.9h
epoch 187/200, train: loss=0.0212, val: psnr=37.2460, 41.6s 2.7h/2.9h
epoch 188/200, train: loss=0.0213, val: psnr=37.1044, 41.2s 2.7h/2.9h
epoch 189/200, train: loss=0.0210, val: psnr=37.1680, 41.6s 2.7h/2.9h
epoch 190/200, train: loss=0.0212, val: psnr=37.2014, 41.4s 2.7h/2.9h
epoch 191/200, train: loss=0.0211, val: psnr=36.9003, 41.2s 2.8h/2.9h
epoch 192/200, train: loss=0.0212, val: psnr=37.0292, 40.9s 2.8h/2.9h
epoch 193/200, train: loss=0.0211, val: psnr=37.1017, 41.0s 2.8h/2.9h
epoch 194/200, train: loss=0.0210, val: psnr=36.9525, 41.1s 2.8h/2.9h
epoch 195/200, train: loss=0.0211, val: psnr=36.8974, 41.7s 2.8h/2.9h
epoch 196/200, train: loss=0.0211, val: psnr=37.1969, 41.4s 2.8h/2.9h
epoch 197/200, train: loss=0.0212, val: psnr=36.9155, 41.5s 2.8h/2.9h
epoch 198/200, train: loss=0.0212, val: psnr=36.9365, 41.5s 2.8h/2.9h
epoch 199/200, train: loss=0.0214, val: psnr=37.2287, 41.7s 2.8h/2.9h
epoch 200/200, train: loss=0.0211, val: psnr=37.1330, 41.5s 2.9h/2.9h
